"","recordID","survivorShip","gender","productType","issueDate","matDate","birthDate","currentDate","baseFee","riderFee","rollUpRate","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","FundNum1","FundNum2","FundNum3","FundNum4","FundNum5","FundNum6","FundNum7","FundNum8","FundNum9","FundNum10","FundFee1","FundFee2","FundFee3","FundFee4","FundFee5","FundFee6","FundFee7","FundFee8","FundFee9","FundFee10","age","ttm","fmv","Delta1","Delta2","Delta3","Delta4","Delta5","Rho1y","Rho2y","Rho3y","Rho4y","Rho5y","Rho7y","Rho10y","Rho30y"
"12811",12811,1,"M","MBRU",39934,47239,19845,41791,0.02,0.006,0.05,140290.017958,0,0,0,17108.230068,16879.852839,9992.891593,7211.98538,9124.381698,17078.25677,13135.627902,11260.900096,11782.405664,11605.681014,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.1260273972603,14.9260273972603,73260.18619,-22300.6247,-15480.57555,-14115.37185,-8073.83045,-6577.72945,0.318064,1.28742,1.47496,1.810793,3.562585,8.708487,-99.834428,-135.573215
"13084",13084,1,"M","MBRU",37257,44927,26696,41791,0.02,0.006,0.05,408057.846298,0,0,0,18360.645503,19381.416009,12189.816864,8378.482552,17397.640124,18989.783786,15126.266946,12915.781081,14255.94874,15317.271384,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.3561643835616,8.59178082191781,373725.080277,-37517.66375,-27648.45665,-25763.455,-13999.5679,-16653.538,0.791982,3.898778,4.22952,5.086617,10.126385,-151.757211,-311.17007,0
"13544",13544,1,"M","MBRU",37196,43405,26573,41791,0.02,0.006,0.05,710124.829827,0,0,0,35003.280461,38899.636012,22168.180845,15967.866346,33672.51953,36966.927328,28170.44897,24621.198607,0,29327.484047,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.6931506849315,4.42191780821918,600750.684828,-79899.6872,-53410.6587,-37185.62405,-29905.37625,-35334.6253,0.370175,4.670962,4.267305,-171.718184,-216.471033,0,0,0
"13779",13779,1,"M","MBRU",38626,47027,27729,41791,0.02,0.006,0.05,208051.425359,0,0,0,19360.766474,17848.99555,0,10370.369405,0,0,14677.233248,14585.304184,12838.25022,15214.635462,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.5260273972603,14.3452054794521,193433.611009,-25702.9234,-17389.73245,-13198.2997,-13832.19105,-2095.75625,0.591878,2.421814,2.765755,3.391995,6.678551,16.331578,-202.76756,-227.520555
"13877",13877,1,"M","MBRU",40269,49766,22313,41791,0.02,0.006,0.05,192417.772723,0,0,0,20251.233401,18459.797395,13407.78429,11000.786969,13621.920205,19562.242263,16543.930414,15103.910732,14840.465483,15227.572638,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.3643835616438,21.8493150684932,128002.788078,-23959.8176,-15806.40915,-16112.7566,-9826.3681,-8414.9455,0.569822,2.078797,2.4588,3.054261,5.971759,14.529415,-26.414783,-467.350192
"14741",14741,1,"F","MBRU",37226,47088,22068,41791,0.02,0.006,0.05,203299.687927,0,0,0,9975.593067,10557.316049,6348.257388,4630.276712,9635.049671,10328.065872,0,7077.74006,7526.536826,8318.021182,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,54.0356164383562,14.5123287671233,199871.72536,-14504.3362,-12717.7962,-8668.03445,-6382.0514,-7837.9897,0.560113,2.285698,2.612475,3.205174,6.309012,15.426165,-187.292539,-222.187582
"15025",15025,1,"M","MBRU",39022,45597,19238,41791,0.02,0.006,0.05,238943.563334,0,0,0,16706.421923,0,8892.822996,10530.43933,15533.13056,16136.123058,12283.36409,13645.509733,10549.833982,13511.458775,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.7890410958904,10.427397260274,183216.580794,-28850.24275,-8430.0892,-16760.6731,-13297.8618,-12700.41665,0.505587,2.239577,2.499216,3.039047,6.012824,14.753839,-287.907611,-25.274193
"15393",15393,1,"F","MBRU",38261,46661,27638,41791,0.02,0.006,0.05,177870.835829,0,0,0,12302.099939,11482.4815,0,5841.301744,10519.184968,12062.349174,9523.730936,8735.300325,8434.662768,9536.439479,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.7753424657534,13.3424657534247,165414.924929,-22137.3201,-15106.24925,-8868.66865,-8435.66905,-9197.8781,0.492487,2.05359,2.332247,2.854463,5.626657,13.770309,-194.243197,-151.774204
"15415",15415,1,"M","MBRU",38078,45017,27485,41791,0.02,0.006,0.05,158974.448547,0,0,0,0,10837.840569,6809.058553,5340.855323,9818.517902,11325.08362,8931.926543,8079.465204,7943.828918,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,39.1945205479452,8.83835616438356,136338.58259,-12280.28215,-14399.52605,-13276.65425,-7322.49715,-8045.71485,0.316506,1.528549,1.66673,2.008468,3.993761,-45.779337,-138.555663,0
"16067",16067,1,"F","MBRU",38504,46905,20607,41791,0.02,0.006,0.05,563392.278379,0,0,0,36738.397168,33522.589792,21578.269703,18905.04846,32039.627459,35669.853931,28404.167237,27136.32007,24964.299803,28860.835426,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.0383561643836,14.0109589041096,500988.469465,-60902.02525,-40891.0236,-37939.6815,-24358.82305,-25693.52655,1.520883,6.261789,7.13776,8.748267,17.230844,42.147551,-546.677304,-546.910669
"16204",16204,1,"F","MBRU",39569,47604,25416,41791,0.02,0.006,0.05,570389.336915,0,0,0,40850.467814,40182.41029,21528.139534,25803.139524,34292.553902,40798.667171,29854.788897,33299.150814,26235.463588,32753.226714,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,44.8630136986301,15.9260273972603,498623.612086,-69587.6648,-48265.31555,-40270.1043,-31647.6845,-28520.87255,1.686984,6.713269,7.730309,9.509058,18.689906,45.649908,-451.466179,-834.38538
"16932",16932,1,"F","MBRU",37226,44896,20699,41791,0.02,0.006,0.05,436310.037236,0,0,0,0,33986.252061,20436.394508,14905.848297,31017.279887,0,0,22784.754816,24229.527328,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.786301369863,8.50684931506849,405926.650373,-8816.2859,-32635.2469,-28702.60485,-20130.3025,-24872.89285,0.82339,4.083587,4.422524,5.315201,10.584933,-171.390606,-310.911726,0
"17169",17169,1,"F","MBRU",41365,49766,26785,41791,0.02,0.006,0.05,432646.252099,0,0,0,47215.213191,47107.573302,41486.955588,36034.899088,39614.788057,47205.487186,44293.751328,41316.231108,43153.226808,42170.939083,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.1123287671233,21.8493150684932,323176.606977,-69423.4936,-46848.4175,-54615.4455,-35143.7508,-29026.57825,1.5731,5.740922,6.790621,8.435476,16.492814,40.12809,-72.953888,-1291.607804
"17179",17179,1,"M","MBRU",39845,49341,25051,41791,0.02,0.006,0.05,396867.941081,0,0,0,59972.334711,60649.248943,36658.892947,20267.371755,25745.641567,60485.185327,47129.676454,35411.523996,42987.598015,37915.691408,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.8630136986301,20.6849315068493,251680.127938,-72582.16775,-50976.18165,-48110.4433,-23088.98195,-18724.2668,1.269131,4.700795,5.533694,6.861251,13.428313,32.695791,-106.566042,-969.863105
"17224",17224,1,"F","MBRU",36951,44986,21306,41791,0.02,0.006,0.05,783499.002277,0,0,0,34344.49803,0,19352.97303,16225.450851,34995.234092,36681.839754,26091.450904,24684.398355,24373.210973,28914.55623,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.1232876712329,8.75342465753425,737021.918692,-69290.1778,-21955.55555,-42812.0443,-26459.61665,-32702.78635,1.519948,7.387292,8.040359,9.682897,19.26203,-243.13524,-643.122542,0
"17282",17282,1,"M","MBRU",39965,46174,24959,41791,0.02,0.006,0.05,249293.916773,0,0,0,32865.491713,32069.930428,19407.859172,13878.947521,17493.520329,32662.33206,25372.174381,21651.576794,22731.761242,22292.799278,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.1150684931507,12.0082191780822,143732.264633,-52583.67595,-35993.20225,-33545.68415,-19198.2321,-15388.5951,0.614566,2.630168,2.964486,3.617341,7.141135,17.498029,-288.534283,-121.217445
"18434",18434,1,"F","MBRU",40452,49949,26969,41791,0.02,0.006,0.05,220860.585173,0,0,0,25588.274787,23982.648113,16504.766207,13462.124241,16941.03157,24986.255304,20620.943524,18714.107959,18545.872596,18977.592222,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.6082191780822,22.3506849315068,186985.958693,-35556.28875,-23658.65,-23559.3984,-14326.4412,-12442.02225,0.84737,3.072799,3.641952,4.527165,8.848079,21.52127,-26.246637,-714.618502
"18872",18872,1,"M","MBRU",38322,43800,26999,41791,0.02,0.006,0.05,702558.393165,0,0,0,0,0,0,0,0,396444.733206,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.5260273972603,5.5041095890411,492578.287478,-204230.3936,-136153.5958,0,0,0,0.677394,5.259295,5.165515,5.952556,-305.88165,-181.346336,0,0
"18971",18971,1,"F","MBRU",39904,46478,25204,41791,0.02,0.006,0.05,215098.378728,0,0,0,27540.546864,26491.969453,16917.979761,10969.248519,13977.980761,27216.413314,21692.949889,17626.433129,19511.197009,18395.619151,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.4438356164384,12.841095890411,124648.910689,-44575.584,-30247.0314,-29262.73425,-15696.8093,-12642.5621,0.542682,2.283681,2.586612,3.162307,6.236322,15.269696,-228.745054,-145.303929
"18979",18979,1,"M","MBRU",39539,47209,27699,41791,0.02,0.006,0.05,630968.613173,0,0,0,56918.012032,0,0,35308.89292,47449.067825,57567.852021,41372.617548,45980.730104,36625.696599,45600.060952,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.6082191780822,14.8438356164384,536060.929729,-99623.7973,-29760.45205,-37519.0582,-44700.17765,-40253.2849,1.78727,7.245768,8.295711,10.183684,20.040015,48.986904,-568.175353,-751.301162
"19284",19284,1,"M","MBRU",39264,47300,24959,41791,0.02,0.006,0.05,625091.372867,0,0,0,41804.501317,40380.72955,21396.670677,27985.715567,38377.947845,41463.817372,30130.710809,35160.574363,26190.22775,34291.517255,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.1150684931507,15.0931506849315,564353.245384,-69721.50455,-47647.84575,-39452.3859,-33037.249,-30655.77475,1.795232,7.247676,8.309481,10.205731,20.077339,49.069046,-549.42437,-786.492418
"19396",19396,1,"F","MBRU",38838,47239,27181,41791,0.02,0.006,0.05,626158.011976,0,0,0,39586.225683,34927.269157,20671.878449,22889.04608,34668.157355,37889.964259,28831.294377,30972.956967,24498.174433,30844.030383,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.027397260274,14.9260273972603,578094.926202,-68968.79245,-45124.98625,-39814.10775,-29968.04835,-29493.4767,1.799912,7.288136,8.34849,10.250525,20.168565,49.29832,-565.169401,-767.489086
"19465",19465,1,"M","MBRU",40483,47423,25204,41791,0.02,0.006,0.05,122874.646078,0,0,0,15901.686882,14414.736695,0,8423.49917,10481.107076,15319.363776,13150.365509,11669.658433,11826.993218,11839.614863,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.4438356164384,15.4301369863014,79214.64133,-24176.86785,-15764.15445,-10271.0129,-10037.4334,-8419.7916,0.342174,1.372882,1.577064,1.937848,3.811053,9.311971,-99.38152,-157.804008
"19911",19911,1,"F","MBRU",40179,50041,19176,41791,0.02,0.006,0.05,395074.889854,0,0,0,45536.198443,44440.800523,27759.832409,22316.914715,27896.284617,45216.683371,35708.091968,32274.108932,32178.221191,32860.289264,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.958904109589,22.6027397260274,228928.007933,-46545.00045,-31939.22335,-29905.25765,-17977.12575,-15307.44465,1.066301,3.854545,4.57345,5.687067,11.112772,27.025672,-24.988336,-910.823627
"19962",19962,1,"M","MBRU",38047,44256,20821,41791,0.02,0.006,0.05,455593.533546,0,0,0,28722.599734,26050.51385,16800.999541,13230.71653,0,27856.220514,22171.413877,20095.097914,19449.087519,22077.599106,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.4520547945205,6.75342465753425,363810.931431,-57581.31395,-38441.4828,-36755.76125,-22051.03605,-3560.6682,0.624621,3.693401,3.833102,4.526641,-15.345795,-359.639174,0,0
"19968",19968,1,"M","MBRU",38504,46174,22433,41791,0.02,0.006,0.05,231821.584742,0,0,0,16796.572752,15326.325089,9865.454262,8643.273695,14648.323689,16308.041253,0,12406.561238,11413.526723,13194.999218,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.0356164383562,12.0082191780822,198837.487651,-24756.2931,-19496.63865,-13720.8151,-11743.47285,-12264.50655,0.574165,2.458354,2.77053,3.381057,6.675088,16.355173,-269.612149,-113.291029
"20022",20022,1,"M","MBRP",40057,49919,20607,41791,0.02,0.005,0,402379.97667,0,0,0,56816.963977,53945.855888,32770.609874,27316.691702,34552.15774,55845.932648,43346.095847,39912.45655,38335.692232,40163.477973,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.0383561643836,22.2684931506849,-12521.240532,-23445.8286,-14556.06285,-14635.1242,-11450.1629,-10504.4341,0.177544,0.642535,0.761093,0.945632,1.848915,4.498582,-5.930711,-147.818454
"20694",20694,1,"F","MBRP",37257,45292,25143,41791,0.02,0.005,0,418878.712421,0,0,0,38074.261437,40191.021607,0,17374.36383,36077.288151,39378.898328,31367.167465,26783.308107,29562.398515,31763.251193,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.6109589041096,9.59178082191781,96661.169231,-61293.7661,-43216.132,-26845.9543,-24628.79995,-30250.82105,0.512359,2.344005,2.592612,3.14077,6.22735,-10.239207,-284.924742,0
"21719",21719,1,"M","MBRP",37956,44896,19998,41791,0.02,0.005,0,393321.203694,0,0,0,36865.230621,34781.039462,21889.518459,16822.651805,31960.837332,36327.347298,28672.48252,25673.285149,25529.059191,28573.409957,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.7068493150685,8.50684931506849,81982.529843,-54852.0871,-36160.8474,-35422.03445,-22378.29435,-25395.8343,0.40599,2.009044,2.17589,2.614298,5.207559,-84.234081,-152.724271,0
"22184",22184,1,"F","MBRP",39387,48884,22828,41791,0.02,0.005,0,172319.904733,0,0,0,15452.244388,15480.367358,7868.781654,10264.135757,14095.583289,15548.620232,11106.405357,12937.879703,9747.857291,12707.334588,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,51.9534246575342,19.4328767123288,15759.781949,-15310.65635,-9711.89365,-8694.21505,-8407.14165,-8343.9235,0.174287,0.656544,0.768352,0.950527,1.863157,4.539793,-22.148825,-122.10272
"22711",22711,1,"F","MBRP",37956,45261,22647,41791,0.02,0.005,0,121727.468412,0,0,0,11409.278609,10764.250294,6774.502981,5206.377884,9891.43677,11242.811166,8873.736471,7945.526398,7900.890461,8843.074885,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.4493150684931,9.50684931506849,25303.023138,-16959.4723,-11127.1413,-11002.6783,-6967.5368,-8003.9358,0.142425,0.654972,0.72332,0.875777,1.737047,-4.660595,-77.417233,0
"22767",22767,1,"F","MBRP",38078,48305,22251,41791,0.02,0.005,0,396233.681491,0,0,0,37744.058235,35563.654817,22343.473913,17525.662417,32218.81511,37162.510564,29309.524383,26512.229053,26067.147581,29230.517441,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.5342465753425,17.8465753424658,38649.753784,-36844.02595,-23074.27995,-23526.67825,-16137.3902,-19238.4496,0.394544,1.522169,1.768612,2.182293,4.283445,10.448298,-73.689805,-241.594724
"22791",22791,1,"F","MBRP",36770,45170,28095,41791,0.02,0.005,0,148662.437685,0,0,0,0,11893.424305,5644.250938,5998.948381,12998.321302,10800.463148,7561.734075,8077.229884,7205.801068,9365.747723,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.5232876712329,9.25753424657534,52101.124965,-12138.7681,-15122.8507,-12137.00275,-8912.41405,-11726.4789,0.195131,0.913735,1.004465,1.21413,2.410102,-14.159789,-98.771961,0
"22926",22926,1,"M","MBRP",37288,47880,24959,41791,0.02,0.005,0,191409.93111,0,0,0,17820.75612,18998.228374,11554.293559,0,16478.409952,18504.209369,14507.237903,12386.140732,13647.793215,14681.680895,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.1150684931507,16.6821917808219,22687.766913,-18989.2177,-12863.7358,-12968.4175,-4123.11855,-10252.2936,0.197826,0.777522,0.898384,1.106051,2.172677,5.300202,-46.360107,-106.952171
"23085",23085,1,"F","MBRP",41061,48731,27760,41791,0.02,0.005,0,158562.0984,0,0,0,25874.783297,25599.079693,23174.012819,16306.444398,18908.751035,25789.533063,24519.225022,20589.30634,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.441095890411,19.013698630137,-3800.137577,-13620.9496,-6665.65745,-7440.7882,-7497.95985,-6581.5757,0.098649,0.374074,0.437173,0.540331,1.059299,2.581948,-14.054706,-66.942653
"23233",23233,1,"F","MBRP",39479,44958,28065,41791,0.02,0.005,0,342566.394678,0,0,0,34502.789178,34955.411106,17745.535879,20227.347082,27846.033266,34873.523709,24911.141471,27107.136128,21982.913613,27081.261198,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.6054794520548,8.67671232876712,62710.383086,-51619.8592,-34560.67545,-29916.51675,-25087.3238,-22833.61115,0.366871,1.79252,1.948218,2.343953,4.665602,-64.365453,-149.685303,0
"23448",23448,1,"M","MBRP",40026,50618,28369,41791,0.02,0.005,0,353059.061234,0,0,0,51478.746617,49748.640429,29608.527294,23910.835771,30290.465415,50960.206259,39218.555541,35548.009117,34851.39907,36016.668588,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,36.772602739726,24.1835616438356,-11586.693796,-25952.6459,-16075.38205,-16397.6887,-12712.01485,-11874.86315,0.21511,0.760677,0.907631,1.130676,2.208769,5.368446,4.725476,-196.863758
"23582",23582,1,"M","MBRP",37773,46539,22160,41791,0.02,0.005,0,156543.343121,0,0,0,27404.103406,0,17596.581194,0,21180.299896,0,0,17556.49753,20505.840223,20720.190349,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.7835616438356,13.0082191780822,17525.714605,-18691.6685,-4630.37675,-15694.40595,-6269.0128,-13990.04935,0.163145,0.684288,0.775443,0.948266,1.870778,4.579937,-67.258344,-45.908363
"23828",23828,1,"F","MBRP",36617,45748,19541,41791,0.02,0.005,0,179829.587075,0,0,0,11351.98979,14088.599753,5989.389078,7116.092113,15669.647258,12571.682132,8353.797657,9439.509115,0,10845.853877,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.958904109589,10.841095890411,53392.607297,-20078.27105,-13993.23145,-8200.4838,-9430.79225,-12779.47275,0.230261,1.010781,1.131113,1.376543,2.7221,6.676635,-124.757883,-20.853409
"24019",24019,1,"M","MBRP",36923,45323,19572,41791,0.02,0.005,0,132332.130734,0,0,0,0,11931.207167,5779.98427,5239.00164,11333.739203,11103.029318,7824.711749,7702.504989,7325.709028,8972.499443,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.8739726027397,9.67671232876712,36104.91055,-10478.34935,-12883.0615,-10611.93365,-7123.38775,-9115.78905,0.157695,0.718377,0.795763,0.964713,1.911754,-1.181971,-89.606239,0
"24048",24048,1,"F","MBRP",40269,49766,26543,41791,0.02,0.005,0,407250.47735,0,0,0,58125.301675,0,38483.162541,31574.573685,39097.777682,56147.752112,47484.56191,43351.402373,42595.259068,43706.33807,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.7753424657534,21.8493150684932,-2901.46111,-34053.09095,-10019.129,-22607.38885,-18158.7094,-16937.91285,0.279272,1.017476,1.202828,1.493931,2.923188,7.114666,-12.92554,-228.909542
"24488",24488,1,"M","MBRP",39600,48000,27607,41791,0.02,0.005,0,168310.385213,0,0,0,18292.895514,17880.787847,9639.213104,10614.646273,13984.784148,18223.579562,13368.209122,14277.51237,11725.11826,14121.717605,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.8602739726027,17.0109589041096,12287.148217,-16609.2563,-10346.44205,-9770.80735,-8678.56565,-8114.27695,0.160724,0.627932,0.726661,0.895247,1.759131,4.291133,-35.386268,-90.126545
"24492",24492,1,"F","MBRP",36526,45292,25385,41791,0.02,0.005,0,157500.985709,0,0,0,15394.302093,0,0,9301.031066,0,0,11100.419001,12581.040858,10361.151126,14394.853892,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,44.9479452054794,9.59178082191781,62288.336248,-23031.7742,-4545.09715,-11868.29425,-13919.30995,-2205.0294,0.213442,0.976741,1.080147,1.308853,2.594787,-4.266757,-118.682203,0
"24528",24528,1,"M","MBRP",39539,48305,24929,41791,0.02,0.005,0,390438.609466,0,0,0,37992.201377,38556.013163,19805.639466,23568.3314,31671.77622,38425.963043,27615.806689,30691.675539,24447.284631,30437.582703,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.1972602739726,17.8465753424658,32323.336157,-35935.94245,-22957.9068,-20866.0542,-19146.9565,-18431.8421,0.374754,1.446396,1.680554,2.073663,4.070616,9.928433,-70.048061,-229.604303
"24638",24638,1,"M","MBRP",38930,48792,20180,41791,0.02,0.005,0,151747.952843,0,0,0,0,14596.745827,8389.603154,9451.629288,14122.622477,15522.413415,11680.002942,12656.423202,10028.299718,12633.195154,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.2082191780822,19.1808219178082,10093.002286,-7791.6834,-7817.21615,-7478.25075,-6533.7843,-6774.7694,0.121304,0.458746,0.536363,0.663383,1.300312,3.169103,-16.531659,-83.483944
"24731",24731,1,"F","MBRP",40483,48519,19756,41791,0.02,0.005,0,391729.732302,0,0,0,52980.351647,48026.214118,36008.268779,28064.943766,34920.366795,51040.200067,43813.652862,38880.31578,39404.515024,39446.567115,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.3698630136986,18.4328767123288,-2480.140974,-27874.9715,-16670.0948,-19010.6647,-14588.0587,-13308.0285,0.226735,0.86772,1.010847,1.24834,2.449494,5.972488,-37.26563,-146.498948
