"","recordID","gender","productType","age","ttm","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","fmv"
"144531",144531,"F","ABSU",38.441095890411,9.50684931506849,163533.922934,0,0,0,14897.503443,15782.6038,9132.466542,5160.29227,10587.008945,15391.756462,11779.42982,9059.336864,10936.030583,10856.265202,46765.037316
"144669",144669,"F","ABSU",58.2904109589041,6.59178082191781,208366.974751,0,0,0,14542.077621,17212.359762,8249.548672,8157.589318,17672.219033,15774.342132,0,11413.468329,10489.463952,13265.623121,84153.914335
"145019",145019,"F","ABSU",45.6958904109589,9.75616438356164,428634.307765,0,0,0,23195.914351,27837.084021,11915.035664,14927.335745,33268.026611,25348.455624,16843.845451,19545.375517,15703.160654,22188.841047,165273.363322
"145091",145091,"M","ABSU",61.2082191780822,19.0958904109589,441906.252598,0,0,0,48404.011352,45308.027579,26188.631067,27950.191798,36505.170655,47380.633358,35840.830541,37686.423714,31180.729489,37094.251469,24242.471689
"145111",145111,"M","ABSU",54.0356164383562,13.2602739726027,155293.426258,0,0,0,15254.988528,14633.359453,9391.228073,6124.477244,0,15136.829078,12082.428349,9972.167216,10892.91783,11425.16724,33962.603536
"145553",145553,"M","ABSU",52.9534246575342,7.17260273972603,188141.675444,0,0,0,23027.411409,24690.238804,13744.125475,0,17263.150481,23920.930814,17970.438084,0,0,17120.344532,57899.98953
"145902",145902,"M","ABSU",52.8684931506849,20.013698630137,376021.79739,0,0,0,35101.071817,30878.173792,18425.473357,20371.777501,30554.285052,33557.009725,25631.31465,27515.028267,21782.339312,27348.735832,40371.7789
"146173",146173,"F","ABSU",54.1205479452055,19.6,194724.363017,0,0,0,18757.965507,18901.875946,10091.466479,11404.005925,15754.606802,18918.720138,13855.349556,15010.769955,12317.074944,15071.753647,24230.937915
"146327",146327,"M","ABSU",60.6219178082192,19.6,216538.60583,0,0,0,19522.864397,17925.376575,11100.030951,9822.294916,17251.462864,19011.805127,14854.273079,14263.279923,13001.092629,15241.947646,17423.506666
"146718",146718,"M","ABSU",52.6164383561644,9.59178082191781,426330.344337,0,0,0,24645.350586,29778.819479,12466.824054,14890.390616,33342.502709,27187.367896,17771.102338,20141.488767,16587.57899,23045.294205,143891.74028
"146783",146783,"M","ABSU",44.6958904109589,18.3479452054795,142111.3855,0,0,0,15482.43008,14804.287101,14218.927004,13636.012161,14105.719771,15214.454689,14839.699087,14542.559053,14400.69787,14451.707352,14962.364907
"147338",147338,"M","ABSU",38.7753424657534,10.841095890411,379335.225043,0,0,0,36717.63292,0,18864.550417,21797.855401,33385.26477,34738.951734,26526.058016,29113.599757,22270.028549,28723.20789,93632.827988
"147805",147805,"F","ABSU",38.6931506849315,19.5150684931507,389199.076358,0,0,0,34637.967774,31186.546395,19765.298239,17839.166111,31524.940686,33469.142204,26402.6979,25606.475191,22991.202105,27247.254802,66754.48766
"147833",147833,"M","ABSU",60.1260273972603,9.33972602739726,194619.3193,0,0,0,17497.975793,16131.659482,9887.414868,9372.58724,15157.773909,17057.216311,13265.067394,13181.983259,11603.021599,13750.763606,43081.604742
"149498",149498,"M","ABSU",38.8602739726027,10.1753424657534,146522.826177,0,0,0,0,17827.193693,0,12514.025067,17167.331263,18377.263108,13617.473939,0,11893.468445,15360.326494,39098.850003
"149542",149542,"F","ABSU",53.6164383561644,19.6849315068493,404335.972118,0,0,0,44971.292086,45561.244187,23129.714909,26364.533286,36294.807616,0,32469.439312,35331.721449,28652.756851,35297.995798,46863.234771
"149613",149613,"F","ABSU",60.3698630136986,19.8465753424658,142925.691453,0,0,0,13822.227928,14027.352525,7205.638343,8574.571536,11522.746615,13980.038015,10047.113898,11166.16883,8894.350107,11073.725408,13328.429732
"149766",149766,"F","ABSU",60.8739726027397,19.3479452054795,420643.734034,0,0,0,56859.939658,54405.280873,36445.342461,25508.760193,32452.23396,56128.802077,45774.387921,38819.944488,41462.421047,40394.961817,34691.675896
"149798",149798,"M","ABSU",45.6958904109589,9.00547945205479,196850.34497,0,0,0,17026.686889,15785.007219,8837.721182,11807.574315,16250.817136,16615.802148,12358.797355,14578.443791,10643.850423,14104.79222,59013.143263
"150020",150020,"F","IBRU",56.5369863013699,9.00547945205479,728339.639886,0,0,0,47105.794013,42982.501449,27667.552374,24239.961109,41081.054365,45735.713076,36419.684964,34794.057498,32009.103686,37005.222694,705477.931918
"150298",150298,"M","IBRU",45.1972602739726,13.3424657534247,649176.792846,0,0,0,50046.644438,46712.323243,29451.028933,0,42793.499685,49071.305159,0,35536.410171,34313.375,38795.555084,667676.258927
"150395",150395,"M","IBRU",38.5260273972603,15.2630136986301,220489.968668,0,0,0,15275.221161,14298.002988,9134.229009,7146.794553,0,14994.574087,11921.062919,10766.865866,10600.487131,11826.948364,248256.881605
"151343",151343,"M","IBRU",58.7890410958904,22.7643835616438,198671.735122,0,0,0,23099.073624,20430.519073,16090.430844,14316.566292,16952.955928,22030.40267,19336.735678,18316.845729,0,18110.510458,111096.854525
"151870",151870,"M","IBRU",38.9452054794521,11.0904109589041,666676.81469,0,0,0,41745.930791,37209.170434,24732.322037,22521.79531,37538.703075,40150.285749,32415.368007,31565.470924,28336.266279,33201.285512,712392.559167
"151896",151896,"F","IBRU",53.2876712328767,21.013698630137,260632.111376,0,0,0,34145.752403,31912.859455,22727.519438,15824.601581,19862.987578,33312.41943,27955.908312,23479.091316,25285.579937,24255.461715,212205.683482
"152004",152004,"M","IBRU",56.2904109589041,5.42191780821918,607928.086358,0,0,0,26638.843595,29604.120127,16870.838806,12152.160841,25626.08331,28133.254435,21438.795856,18737.679731,20332.921164,22319.344081,594075.104734
"152073",152073,"M","IBRU",45.5287671232877,11.5095890410959,235509.255048,0,0,0,18746.577656,0,11492.025753,6493.559149,13322.378887,19368.531034,14822.886043,0,13761.577391,13661.202995,239615.468047
"152341",152341,"F","IBRU",53.6164383561644,13.6794520547945,156312.913384,0,0,0,7906.488134,8428.894161,5126.263123,3522.966872,7310.93293,8209.714045,0,5495.326577,6055.080625,6513.782861,169056.360681
"152460",152460,"M","IBRU",52.6164383561644,13.0082191780822,300758.396512,0,0,0,28167.053495,27532.497927,14842.277481,16344.230971,21533.505338,28060.322106,20584.114811,0,18054.114671,21744.352879,266459.65688
"152538",152538,"F","IBRU",40.1945205479452,22.7643835616438,238764.285667,0,0,0,17885.173806,18001.05878,9312.951729,10437.818303,14288.691058,18029.704597,12992.92734,14019.489083,11471.08242,14012.655605,273366.44154
"152555",152555,"M","IBRU",52.8684931506849,12.9232876712329,134365.677864,0,0,0,8812.02246,0,5700.198951,3335.571073,6754.826245,8957.394856,7156.012608,5595.807787,6634.54102,6642.720222,129428.786945
"153206",153206,"M","IBRU",59.3698630136986,19.0958904109589,397162.095375,0,0,0,33911.103512,31742.10505,18347.350853,19581.473121,25574.959311,33194.14068,25109.532878,26402.526978,21844.737982,25987.66024,291611.527428
"153296",153296,"F","IBRU",42.9479452054794,21.5150684931507,379114.7633,0,0,0,51230.123603,49385.912986,30836.385793,20937.660795,27140.645844,50694.484287,39951.912108,33351.23263,0,34753.174245,359600.887874
"154316",154316,"M","IBRU",45.358904109589,22.5178082191781,189076.035888,0,0,0,26047.882909,25360.743167,15709.808847,13307.004209,0,25840.467007,0,18854.02715,18256.03307,19059.781866,167607.353433
"154380",154380,"M","IBRU",37.6054794520548,19.6849315068493,420202.56531,0,0,0,34660.848534,35115.543951,17826.829249,20320.009778,27973.597622,35033.281423,25025.260912,27231.315552,22083.618665,0,456065.152608
"154405",154405,"M","IBRU",41.7753424657534,5.0027397260274,662150.266545,0,0,0,49966.592385,46089.774296,30080.70486,0,43694.332882,48777.132703,39127.587283,35802.507026,34692.752879,0,631398.950387
"155026",155026,"M","IBRU",58.2054794520548,19.8465753424658,462463.192346,0,0,0,0,0,0,0,0,450938.572245,0,0,0,0,264734.590302
"155113",155113,"M","IBRU",51.6164383561644,15.5972602739726,607525.939935,0,0,0,43402.802538,43735.787284,23349.969738,26386.967027,36453.531587,43774.761935,32058.967198,34732.417227,28499.656398,34873.523316,561630.860297
"155206",155206,"M","IBRU",55.8712328767123,9.08767123287671,389180.049142,0,0,0,24401.812073,23369.790346,14717.183436,11347.018717,20544.134617,24177.750007,19125.906123,17147.688419,17154.113014,18973.099658,364583.058058
"155381",155381,"M","IBRU",44.8630136986301,15.9260273972603,183321.749673,0,0,0,13338.80426,12365.19148,7024.899983,9370.682717,0,13016.559033,9752.966313,11495.522885,0,11165.259798,189544.165919
"155765",155765,"F","IBRU",41.5260273972603,13.2602739726027,627020.311317,0,0,0,39671.978248,35980.971491,22078.466532,21435.944236,35167.504106,38421.493697,29847.580999,30018.015294,25900.599195,31180.5266,693787.754638
"156024",156024,"M","IBRU",37.0246575342466,22.1835616438356,202775.279767,0,0,0,0,25288.379081,24649.043274,21672.491774,22321.911269,25874.283294,25444.322146,23875.346007,24854.403076,24009.417028,178872.451814
"156050",156050,"M","IBRU",60.958904109589,14.758904109589,559592.531606,0,0,0,34879.577447,31629.720398,17862.814138,22489.335556,32070.529251,33741.377676,25150.175251,28808.256037,21460.948413,28073.757083,451827.203416
"156069",156069,"M","IBRU",58.3698630136986,8.75342465753425,809872.756204,0,0,0,31526.699604,35908.298903,17765.156056,14894.231806,32124.045948,33672.273848,23950.774711,22659.163955,22373.507979,26542.258025,805232.677994
"156242",156242,"F","IBRU",60.4547945205479,13.1753424657534,183284.238457,0,0,0,28152.263144,0,17997.574127,0,0,0,0,0,20585.095804,21398.327549,178426.30163
"156527",156527,"F","IBRU",40.1123287671233,8.59178082191781,594319.059935,0,0,0,21704.851891,0,12312.905815,12175.651414,26376.760371,23544.074553,16545.293324,17035.230186,15656.102755,19799.673238,704060.200494
"156555",156555,"M","IBRU",52.9534246575342,21.6849315068493,450886.650991,0,0,0,46990.324916,42535.337193,31800.607388,29039.037535,34596.756785,45236.836253,38775.804045,37207.536544,34825.541328,36806.606277,335739.275548
"156898",156898,"M","IBRU",59.8739726027397,15.2630136986301,223084.269795,0,0,0,14525.557076,13502.520318,7824.021424,8772.09484,13045.930564,14193.142206,10743.539968,11614.061783,9329.419269,11664.195685,187945.8411
"157413",157413,"F","IBRU",54.8712328767123,15.5972602739726,600599.964638,0,0,0,33381.820333,30784.704831,19951.135563,15485.609092,29357.434258,32593.737851,26048.11894,23438.857963,23062.572817,25945.774875,628784.269484
"157587",157587,"M","IBRU",38.3561643835616,10.9232876712329,172164.697403,0,0,0,14316.56919,13271.588361,7539.841256,10057.575242,0,13970.70265,0,12338.171065,0,11983.698936,174552.137475
"158083",158083,"M","IBRU",44.7780821917808,20.013698630137,392584.145807,0,0,0,51432.960311,48069.605096,34233.93901,23836.232848,29919.160652,50177.730049,42109.340737,35366.014417,38087.086616,36535.443266,326891.287859
"158206",158206,"F","IBRU",60.041095890411,21.4328767123288,388456.034727,0,0,0,45105.235007,40887.491437,30655.920072,23893.308457,29729.726244,43453.471848,37301.094603,33101.059655,33547.340764,33583.142139,269212.517158
"158495",158495,"F","IBRU",38.1917808219178,12.5095890410959,215643.647902,0,0,0,12185.632871,0,6656.283149,0,14412.989557,0,0,9444.246978,8598.458888,10949.868038,267697.92611
"158521",158521,"M","IBRU",61.3698630136986,9.67671232876712,136407.521868,0,0,0,11425.689028,0,7212.498944,3783.330435,7715.726693,0,9167.276552,6791.965856,8612.036271,8246.009509,118038.163616
"158728",158728,"F","IBRU",47.0328767123288,14.1780821917808,237318.453244,0,0,0,16749.191763,15084.923125,9623.511411,8893.421339,14819.125469,16175.951565,12805.989366,0,11160.365442,13180.606101,257932.724127
"158834",158834,"F","IBRU",56.1232876712329,6.17260273972603,448590.569244,0,0,0,19581.315791,21161.562934,11656.431332,8966.750862,18973.272582,20462.674629,15282.179624,13831.790532,14198.214398,16196.075756,468496.423138
"159330",159330,"M","IBRU",41.8602739726027,8.83835616438356,392313.284333,0,0,0,20515.858901,19639.404983,12333.45152,8956.987039,18332.489216,20388.341364,16072.231739,0,14427.585479,16101.250797,415578.471178
"160038",160038,"F","DBMB",36.8575342465753,10.841095890411,437866.227063,0,0,0,29738.979916,33927.419664,16956.464101,15282.0479,32435.051445,31783.605549,22725.93751,22274.544934,21289.889254,25863.611634,127028.068776
"160375",160375,"M","DBMB",59.8739726027397,19.2657534246575,184234.393268,0,0,0,16159.09281,15125.329764,9662.763815,7560.330241,13673.591072,15862.206625,12610.852574,11389.870102,11213.864178,12511.292259,29569.904975
"160496",160496,"M","DBMB",38.9452054794521,22.6876712328767,214509.230542,0,0,0,0,26942.359145,13677.613444,15590.503226,21462.709356,0,19200.601537,20893.194325,16943.630038,20873.25087,18290.399379
"160787",160787,"M","DBMB",39.5260273972603,18.6,427544.059229,0,0,0,38133.234974,35012.925513,21681.24922,19185.498214,33696.59665,37135.003217,29014.261133,27859.897695,25394.517427,29771.490456,59465.561977
"161046",161046,"M","DBMB",53.2876712328767,18.6,403703.402527,0,0,0,51978.382129,50728.013991,31687.124225,25474.175725,31842.880859,51613.664013,40759.855079,36840.053064,36730.599709,37509.162614,33933.690765
"161108",161108,"M","DBMB",37.5232876712329,8.75342465753425,384194.022625,0,0,0,33558.379598,30436.417336,19629.64096,15458.259759,29217.84115,32546.135476,25904.226288,23478.338663,22723.564992,25794.616721,99535.043703
"161560",161560,"F","DBMB",39.441095890411,21.4328767123288,374003.807897,0,0,0,36694.384101,36761.167609,18685.96491,24374.202898,33472.726314,36923.24744,26374.337212,30723.532151,0,30176.057572,35009.831518
"161812",161812,"F","DBMB",46.1150684931507,9.75616438356164,178928.544278,0,0,0,15627.758233,16039.323289,10023.909255,7371.338845,0,15979.318411,12653.366028,11171.753476,11742.983129,12973.358223,49917.795084
"162127",162127,"M","DBMB",46.4465753424658,16.4301369863014,426850.186118,0,0,0,37389.164394,33770.705206,19902.240137,23567.244325,34763.324832,36112.828976,27490.310098,30538.807711,23610.64978,30238.800126,66603.370932
"162271",162271,"F","DBMB",44.9479452054794,10.9232876712329,355087.130091,0,0,0,31028.344247,27376.57638,16202.96327,17940.816256,27173.480226,29698.786238,22598.449627,24277.120502,19202.07791,24176.065694,80043.860702
"162276",162276,"F","DBMB",41.027397260274,23.1835616438356,356401.1502,0,0,0,0,0,0,249146.873674,0,0,0,0,0,0,24235.69842
"162404",162404,"F","DBMB",37.6904109589041,10.6794520547945,141356.644188,0,0,0,12500.355515,11532.417327,6974.428637,6476.412765,11208.915377,12196.377731,9421.20717,9266.935306,8226.534536,9816.559101,31311.730564
"162411",162411,"M","DBMB",45.5287671232877,9.67671232876712,159656.260687,0,0,0,15368.225848,14178.220279,8574.523687,0,13780.499509,14994.508538,11582.649739,11392.984347,10113.891604,12068.704537,37142.453632
"162514",162514,"F","DBMB",60.3698630136986,10.0082191780822,218062.676939,0,0,0,0,21656.28088,12124.934097,16199.431671,22295.349983,22796.0921,0,20000.933109,14602.857712,19351.10563,52428.872942
"162726",162726,"F","DBMB",59.8739726027397,9.17260273972603,369027.995517,0,0,0,32668.56339,31614.195133,19772.264239,15087.98532,27478.972927,32503.318196,25650.23475,22878.382756,23093.819205,25431.596973,91206.505405
"162728",162728,"F","DBMB",52.6164383561644,9.00547945205479,164318.971843,0,0,0,0,20865.354495,0,9904.147988,20760.299357,0,15518.837786,14569.335937,0,16888.063152,50768.758146
"163367",163367,"M","DBMB",52.5342465753425,5.16986301369863,191820.453528,0,0,0,16604.926665,17944.973892,9884.636432,0,16089.306928,17352.317649,12959.265591,11729.337797,12040.064691,13734.248151,62766.350653
"164005",164005,"F","DBMB",38.7753424657534,19.013698630137,149029.298804,0,0,0,0,20562.223915,0,13565.862196,20346.541704,0,17068.26429,18322.656517,14505.175771,0,17894.99886
"164054",164054,"M","DBMB",37.3534246575342,18.0958904109589,197235.26594,0,0,0,17749.293556,15820.380011,10515.545728,9575.686751,15960.488795,17070.866421,13782.178804,13420.824475,12047.849909,14116.330666,26588.937139
"164166",164166,"M","DBMB",60.7068493150685,19.5150684931507,368155.999922,0,0,0,32349.211911,29743.298199,17781.502316,17951.793111,28669.960222,31499.867834,24180.550144,24802.100373,21016.446989,25555.916682,57286.962256
"164477",164477,"F","DBMB",53.3643835616438,18.6849315068493,202287.055835,0,0,0,19921.753431,18379.155232,11115.111683,10321.426304,17863.591808,0,15014.530269,14768.66798,13110.586528,15644.600646,28953.57098
"164824",164824,"M","DBMB",46.613698630137,9.17260273972603,416277.610135,0,0,0,32431.542911,35048.826324,19305.957627,14851.175909,31424.471699,33891.292974,25311.101131,22908.895038,23515.784355,26824.741068,117888.834986
"164960",164960,"M","DBMB",54.786301369863,11.841095890411,170859.620959,0,0,0,11604.43652,13238.806068,6616.57568,5963.202344,12656.469609,12402.269144,8867.879797,8691.742065,8307.519931,10092.230474,47984.277691
"165425",165425,"M","DBMB",52.2027397260274,20.1808219178082,200000.089561,0,0,0,21983.322928,21095.987436,0,14808.596358,20315.13265,21746.917563,16114.373584,18547.201736,0,18176.795536,20466.046483
"165460",165460,"M","DBMB",38.441095890411,10.2602739726027,163160.181678,0,0,0,20349.637551,18456.345282,11325.091701,10995.511568,0,0,15310.23866,15397.662486,13285.64466,0,43808.557323
"165519",165519,"M","DBMB",45.9479452054794,18.8465753424658,167735.782337,0,0,0,20850.80524,0,10712.593253,12378.326201,18958.456694,0,0,16532.710583,12646.458691,16311.019147,23480.993107
"165659",165659,"F","DBMB",46.5315068493151,18.7616438356164,188736.283519,0,0,0,16485.638696,14951.966853,9643.110677,7593.909131,14353.338226,15988.371216,12725.51656,11533.79314,11163.008668,12671.670583,27330.190795
"166124",166124,"F","DBMB",61.2931506849315,20.5150684931507,436168.221612,0,0,0,38325.32468,35238.000965,21066.412729,21268.16262,33966.377205,37319.074895,28647.6047,29383.97857,24898.973017,30277.053024,59224.830006
"166472",166472,"M","DBMB",45.7780821917808,23.0164383561644,385076.085393,0,0,0,48514.778386,43838.056747,33857.916346,29717.509061,35245.948826,46667.407225,40644.40253,38238.201034,36703.726056,38033.150698,17438.42658
"166739",166739,"F","DBMB",53.9534246575342,19.6,389318.429911,0,0,0,37158.170488,37443.24664,19990.463879,22590.509416,31208.734515,37476.613765,27446.443528,29735.247618,24399.232983,29856.051893,43076.51686
"167180",167180,"F","DBMB",42.8630136986301,17.6821917808219,391820.003626,0,0,0,38860.288243,39370.073655,19986.692547,22781.941887,31362.823265,39277.844362,28057.271922,30530.607771,24759.226132,30501.46499,45086.00836
"167764",167764,"F","DBMB",52.2876712328767,10.0904109589041,384169.625283,0,0,0,46396.475187,43428.896048,25102.468526,26790.969261,34991.133941,45415.541368,34354.347056,36123.395023,0,35555.782874,57393.511304
"167926",167926,"M","DBMB",59.7890410958904,9.33972602739726,404573.703385,0,0,0,35913.374179,32648.969138,19273.99242,22364.880792,33060.153423,34777.911322,26514.109105,29156.828222,22853.668769,29003.671704,95689.725291
"168566",168566,"M","DBMB",60.7068493150685,8.92054794520548,160292.434346,0,0,0,15005.780963,14175.358606,8887.011703,7705.356371,0,14775.203249,11650.062573,11072.085952,10363.948374,11897.119856,44394.132658
"168795",168795,"M","DBMB",53.1205479452055,9.42465753424658,390003.536333,0,0,0,33890.815624,37663.338252,21463.63769,15460.379916,32602.34858,35792.054396,27275.143344,0,25868.213078,28395.405844,103348.243942
"169679",169679,"F","DBMB",61.958904109589,18.5150684931507,193479.645857,0,0,0,0,22797.357573,14347.563705,11026.467709,20948.84593,0,18793.481926,0,16733.113785,18728.544458,33553.260943
"170167",170167,"M","ABRU",53.4493150684931,14.758904109589,195169.372267,0,0,0,21619.228782,21053.599987,19483.909858,16264.532117,17854.834451,21407.580633,20542.249516,18783.004378,19972.620629,19200.831901,162296.965666
"170296",170296,"F","ABRU",41.5260273972603,15.0109589041096,589237.095916,0,0,0,39891.078833,36796.001731,24015.08111,19276.49376,34883.589101,0,31237.704921,28583.110475,27697.132704,31259.516997,882300.745608
"170379",170379,"M","ABRU",41.6082191780822,6.92054794520548,683427.151011,0,0,0,43206.827862,38121.757761,22562.552461,24982.504819,37838.947292,41355.424398,31468.238047,33805.779585,26738.805921,33665.061226,1081209.274826
"171166",171166,"F","ABRU",60.7068493150685,13.5095890410959,692237.401824,0,0,0,23785.771729,28549.739621,12992.745902,13009.52256,28133.465299,25946.809762,17794.717139,18434.717765,16783.779922,21373.617961,836913.850382
"171238",171238,"M","ABRU",60.1260273972603,20.013698630137,405316.585791,0,0,0,46460.296277,41981.622352,32424.116468,28459.045296,33753.369169,44691.156764,38923.211574,36618.906821,35149.413103,36422.539865,259086.445145
"171507",171507,"M","ABRU",56.3671232876712,5.67397260273973,549322.752922,0,0,0,36107.264158,33311.375689,20145.630006,18707.111668,32376.940637,35229.224637,27213.147302,26767.533182,0,28355.120953,723197.58271
"171635",171635,"F","ABRU",45.6958904109589,14.0931506849315,160737.358506,0,0,0,18885.874193,17370.614519,13153.650793,11226.780648,13398.271055,18295.486859,15806.053083,14661.637895,14343.328309,14691.051233,185121.923218
"171745",171745,"M","ABRU",58.5397260273973,8.33972602739726,404675.219046,0,0,0,25649.937358,24874.598071,13152.257729,18068.55809,24616.817752,25479.284508,18500.059719,22127.535712,16104.25819,21462.942807,481546.798756
"171833",171833,"M","ABRU",52.3643835616438,19.0958904109589,442766.708057,0,0,0,37999.656499,35569.148848,20559.432099,21942.348532,28658.450128,37196.251757,28136.908722,29585.794975,24478.487978,29120.909084,460719.432844
"172002",172002,"F","ABRU",57.2904109589041,6.59178082191781,421818.283646,0,0,0,23687.066505,21844.205721,14156.923446,10988.275918,20831.443306,23127.859069,18483.219893,16631.740925,16364.736574,18410.598609,611867.950093
"172240",172240,"F","ABRU",41.441095890411,9.33972602739726,742009.9417,0,0,0,58979.231041,64261.750874,0,20571.977988,42457.558457,61630.17337,0,36035.56409,43953.479968,43520.20225,1106215.375614
"172254",172254,"M","ABRU",46.5315068493151,14.1780821917808,587799.622164,0,0,0,36487.041774,34660.036634,23325.948455,15096.380361,29004.10785,36063.535838,29455.521927,24217.161425,26679.533602,27733.531303,787128.90806
"172271",172271,"M","ABRU",39.027397260274,19.6849315068493,409409.027477,0,0,0,42799.316627,38741.663685,28964.351001,26449.082109,31511.115332,41202.219424,35317.438595,33889.04291,31719.494868,33523.871112,474557.655265
"172337",172337,"F","ABRU",37.2767123287671,22.6876712328767,325199.584321,0,0,0,49142.236749,49696.910493,30038.850494,16607.390488,21096.367504,49562.474289,38618.768627,29016.737538,35224.687001,31068.690133,348898.163621
"172641",172641,"F","ABRU",57.9561643835616,22.0986301369863,223996.935302,0,0,0,0,0,0,16714.128503,22920.762931,24763.761002,17995.200842,20999.22572,15641.795225,0,230836.557462
"173078",173078,"M","ABRU",41.8602739726027,21.4328767123288,159156.926119,0,0,0,16917.127737,16040.154885,15931.306216,15469.545029,15812.388663,16568.050507,16418.526262,16189.033419,15971.677972,16042.596282,161490.276637
"173445",173445,"M","ABRU",61.3698630136986,13.1753424657534,246640.292866,0,0,0,15619.358261,15115.248076,9453.433109,7213.805068,13138.132757,15540.351914,12263.784032,10938.517634,11041.521217,12159.249843,222669.596029
"173774",173774,"M","ABRU",39.8602739726027,7.33972602739726,449770.780884,0,0,0,21388.607411,23743.51724,13014.235919,8916.329545,19208.60782,22578.634364,16875.235241,14394.942193,15871.611978,17228.655409,740655.991535
"173918",173918,"F","ABRU",61.2082191780822,11.7561643835616,209951.011473,0,0,0,17018.004553,15434.806299,0,7839.136994,14816.846334,16504.678961,0,11906.250512,11523.492407,0,227060.171597
"173974",173974,"M","ABRU",53.7013698630137,15.3452054794521,580274.158391,0,0,0,45150.260228,42142.15706,26569.645882,0,38606.737145,44270.344646,0,32059.655244,30956.277448,34999.937107,656063.754251
"174460",174460,"M","ABRU",45.6109589041096,20.1808219178082,441982.482745,0,0,0,29271.062057,28089.564049,15500.099563,19717.826299,27049.846396,28956.285436,21456.484569,24695.824866,18740.041165,24202.624502,548403.145792
"175350",175350,"F","ABRU",42.2794520547945,6.59178082191781,405180.771255,0,0,0,18231.190928,19244.764334,12103.870673,8319.408763,17274.975368,18855.893374,15019.616858,12824.716366,14155.434965,15209.27459,696080.482158
"175353",175353,"M","ABRU",40.3561643835616,12.5095890410959,580839.641313,0,0,0,0,0,0,0,0,0,283370.91506,0,0,0,844463.572325
"175434",175434,"M","ABRU",51.9534246575342,9.75616438356164,198384.412265,0,0,0,12228.307286,10323.685775,6467.798135,7136.32534,11050.950227,11500.935712,8964.578318,9613.498772,7537.005199,9550.002016,258526.349877
"175447",175447,"F","ABRU",37.1095890410959,15.1780821917808,178850.208378,0,0,0,14157.892894,13700.951073,8568.898363,0,11908.829626,14086.278978,11116.291585,9915.02714,0,11021.538406,264018.5179
"175944",175944,"M","ABRU",37.9424657534247,12.427397260274,197485.326038,0,0,0,11915.587063,12639.645969,7485.129872,4441.700492,9038.99051,12317.217986,9538.327795,7522.634926,8901.865764,8977.931994,291363.584582
"176095",176095,"M","ABRU",57.2904109589041,9.50684931506849,719042.518796,0,0,0,46309.048557,49060.392468,28388.36978,16040.823634,32909.830374,47845.439344,36616.4834,28161.045393,33994.767862,33746.816324,750963.427345
"177037",177037,"F","ABRU",53.9534246575342,12.7561643835616,194743.806468,0,0,0,20736.15165,19629.346071,13205.347572,11129.65857,13775.097069,20339.44404,16616.660887,15373.077544,14965.447379,15517.376839,212135.845607
"177313",177313,"F","ABRU",55.2904109589041,22.4356164383562,439291.977399,0,0,0,51165.438335,46381.011461,34774.757027,27103.541313,33724.122591,49291.74926,42312.757165,37548.41819,38054.660282,38095.271822,409180.481769
"178191",178191,"M","ABRU",60.7068493150685,15.5123287671233,629907.471384,0,0,0,39861.557775,37607.968013,23668.651736,18189.960989,34558.545882,39279.956445,31002.920618,27759.954895,0,30895.795649,572813.326623
"178602",178602,"F","ABRU",44.8630136986301,22.7643835616438,273432.593932,0,0,0,32349.850564,30623.156254,20601.268153,17363.047765,0,31730.958877,25923.156121,23983.078907,23347.147268,24208.195925,314633.513324
"178684",178684,"M","ABRU",59.8739726027397,15.8438356164384,156362.907144,0,0,0,11284.067885,11451.525685,5882.475143,7000.032686,9406.837718,11412.899485,8202.173764,9115.737907,7261.090681,9040.269766,133943.404793
"178901",178901,"F","ABRU",51.2876712328767,11.841095890411,675776.008148,0,0,0,46492.679458,45298.982317,26553.266734,23191.257113,39730.191993,46354.045484,0,33813.551168,31611.624128,36436.825506,915621.414322
"178912",178912,"M","ABRU",37.8575342465753,15.758904109589,599183.552414,0,0,0,33997.625665,30834.799999,19886.573586,15660.593123,29600.273853,32972.132267,26243.287043,23785.646944,23020.99403,26132.242796,876038.465093
"179037",179037,"M","ABRU",56.6191780821918,22.1835616438356,195858.476968,0,0,0,27190.492851,25919.636877,19753.538032,15032.138454,0,26716.402918,23236.94112,20341.225748,21498.674664,20895.171903,134567.952108
"179882",179882,"M","ABRU",46.0301369863014,12.841095890411,199580.132889,0,0,0,13545.378033,11606.990894,6959.257624,8041.373265,0,12815.429435,9785.638534,10740.199824,8215.561067,10596.181678,271474.458426
"180020",180020,"F","IBSU",45.1150684931507,20.7616438356164,142112.125947,0,0,0,17536.130497,16600.128128,11167.486725,9412.119875,11649.311979,17200.643155,14052.36317,13000.690702,12655.966383,13122.721603,41440.320474
"180458",180458,"M","IBSU",52.2876712328767,9.92328767123288,385926.974806,0,0,0,31609.899973,29302.661483,16647.398182,22206.36405,30913.037539,30846.252859,23112.288297,27241.74682,19962.40379,26459.099219,180680.405571
"181302",181302,"F","IBSU",60.4547945205479,17.8465753424658,389271.390252,0,0,0,51095.348716,0,34776.829477,32393.591424,38488.240158,48822.283316,42276.594568,40976.606553,37795.541889,40295.846163,97058.116353
